BBBPIPO-1-1991,19.11733894,80.58471721
BBBPIPO-1-2012,24.37821339,77.04918331
BBBPIPO-1-2015,26.04203564,79.45829611
BBBPIPO-1-2022,20.3123494,77.96135105
BBBPIPO-1-1954,9.338052152000001,99.24526517
BBBPIPO-1-1955,11.61352177,94.07065774
BBBPIPO-1-1956,25.87940108,86.84756197
BBBPIPO-1-1959,25.28755271,85.23323719
BBBPIPO-1-1961,22.01364831,85.07060263
BBBPIPO-1-1962,19.05157801,85.72750483
BBBPIPO-1-1963,18.59407992,86.48198777
BBBPIPO-1-1966,18.04253663,85.33647478
BBBPIPO-1-1967,15.88586095,85.6829571
BBBPIPO-1-1968,15.64756596,85.3697088
BBBPIPO-1-1970,1.957978677,83.71507893
BBBPIPO-1-1972,9.504929353,83.08363258
BBBPIPO-1-1975,13.17269223,80.51895628
BBBPIPO-1-1976,14.07637469,81.14262446
BBBPIPO-1-1979,15.10521506,83.2533382
BBBPIPO-1-1980,15.9438437,83.95620234
BBBPIPO-1-1981,14.69721445,82.36026234
BBBPIPO-1-1982,14.73610532,81.60012255
BBBPIPO-1-1984,15.88303252,82.64522637
BBBPIPO-1-1985,18.59549413,84.28854253
BBBPIPO-1-1986,20.25295243,84.54027255
BBBPIPO-1-1987,20.81510232,83.37001082
BBBPIPO-1-1922,5.14915158,77.68133677
BBBPIPO-1-1941,25.87515844,98.57563504
BBBPIPO-1-1942,24.7756074,95.75781452
BBBPIPO-1-1944,21.71312793,96.17571463
BBBPIPO-1-1947,22.67762158,99.34072458
BBBPIPO-1-1948,20.66236725,99.30536924
BBBPIPO-1-1951,15.39937148,96.21036286
BBBPIPO-1-1953,13.84232235,95.50467029
BBBPIPO-1-1988,21.01733486,82.2626816
BBBPIPO-1-1989,20.82429471,82.65371165
BBBPIPO-1-1993,20.82924445,80.28702526
BBBPIPO-1-1994,19.73322894,80.27995419
BBBPIPO-1-1996,18.79489824,81.71325963
BBBPIPO-1-1999,18.09556964,80.74381624
BBBPIPO-1-2004,22.65994391,80.9170574
BBBPIPO-1-2005,23.00713334,80.32945166
BBBPIPO-1-2006,23.50493651,83.72073579
BBBPIPO-1-2007,24.18022349,84.06368257
BBBPIPO-1-2008,24.26224788,83.37354636
BBBPIPO-1-2009,24.6087302,80.86331728
BBBPIPO-1-2010,24.96864755,79.47102403
BBBPIPO-1-2011,24.81874091,79.02696097
BBBPIPO-1-2013,24.39518395,79.16767522
BBBPIPO-1-2014,25.99960924,77.03999092
BBBPIPO-1-2017,22.69247082,75.32667119
BBBPIPO-1-2018,22.12112854,76.97281577
BBBPIPO-1-2025,19.66534669,78.65078016
BBBPIPO-1-2026,20.4792266,75.48930575
BBBPIPO-1-2029,10.88520179,75.80608958
BBBPIPO-1-2030,10.5005357,79.18888843
BBBPIPO-1-2031,10.73883069,79.53042099999998
BBBPIPO-1-2032,8.969649518999999,78.45703291
BBBPIPO-1-2034,7.467047609,79.52122861
BBBPIPO-1-2035,2.310117854,76.6737096
BBBPIPO-1-2036,2.11778481,75.80538248
BBBPIPO-1-2037,1.5754339080000002,77.63466772
BBBPIPO-1-6226,15.33219634,82.8566513
BBBPIPO-1-1960,24.16183871,88.52269794
BBBPIPO-1-1974,11.83343198,80.04802316
BBBPIPO-1-1977,14.86904139,83.41880119
BBBPIPO-1-1978,14.86550586,83.12535188
BBBPIPO-1-1983,17.07592166,80.22197143
BBBPIPO-1-2027,12.28032347,78.25762879
BBBPIPO-1-2028,13.15430745,77.82205102
BBBPIPO-1-3884,3.0935921680000003,77.31859099
BBBPIPO-1-3901,22.26820675,97.11970218
BBBPIPO-1-6197,14.21355341,78.29015571
BBBPIPO-1-1973,11.7103954,82.26409582
BBBPIPO-1-1913,23.59120354,99.00697018
BBBPIPO-1-1943,24.8279333,95.15394533
BBBPIPO-1-1946,21.75414012,98.70857112
BBBPIPO-1-1949,19.66958933,99.06778136
BBBPIPO-1-1950,15.24310088,97.0171717
BBBPIPO-1-1952,14.20931077,97.38628144
BBBPIPO-1-2033,6.639025569,75.71063017
BBBPIPO-1-2089,13.20309782,89.73750739
BBBPIPO-1-3883,16.28042653,76.91624723
BBBPIPO-1-6180,12.13041683,88.92928434
BBBPIPO-1-6181,12.35103415,88.69452488
BBBPIPO-1-8983,15.59665427,85.85902669
BBBPIPO-1-6182,13.21865417,87.82690486
BBBPIPO-1-6183,13.08713231,87.66144188
BBBPIPO-1-6184,23.06935874,87.87569523
BBBPIPO-1-6185,18.79489824,86.16803236
BBBPIPO-1-6209,7.667158829,81.06060008
BBBPIPO-1-6210,7.792316728999999,80.89301577
BBBPIPO-1-6211,8.344567125,80.76502944
BBBPIPO-1-6212,8.08647315,80.85341779
BBBPIPO-1-6213,10.62215807,82.07954095
BBBPIPO-1-6215,15.65675835,83.76245509
BBBPIPO-1-6216,14.41437173,80.93190664
BBBPIPO-1-6217,9.266634367,75.60032151
BBBPIPO-1-6220,9.40452019,75.37758287
BBBPIPO-1-6221,9.596853234,75.80750379999998
BBBPIPO-1-6222,11.98970258,96.16935067
BBBPIPO-1-6223,11.98970258,96.16935067
BBBPIPO-1-7527,18.84439572,86.0053978
BBBPIPO-1-7883,18.79489824,86.16803236
BBBPIPO-1-7885,12.14173054,96.18702834
BBBPIPO-1-8998,19.18239276,83.47536973
BBBPIPO-1-1957,25.76272847,85.60658957
BBBPIPO-1-1958,25.86808738,85.30324076
